id,question,A,B,C,D,E,answer,category,macro category
1483,Gli impulsi pantoclastici sono:,impulsi aggressivi volti alla distruzione di tutti  gli oggetti circostanti,"impulsi masturbatori AREA CLINICA Pag. 252/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",reazioni ansiose con tendenza all'evitamento,impulsi di tipo ossessivo contraddittorio,impulsi a sfondo mistico tesi alla comunione con le divinità,A,Area Clinica 2017,medicina specialistica
1484,Il Trattamento Sanitario Obbligatorio (t.s.o.) è un provvedimento:,emesso dal sindaco sulla base di certificazioni mediche,emesso da un medico del territorio,emesso da un medico del territorio e da un altro medico dell'ospedale,emesso dal sindaco,emesso dal giudice tutelare,A,Area Clinica 2017,medicina specialistica
1485,Durante il colloquio con il paziente psichiatrico si deve:,Analizzare le domande,Privilegiare la comunicazione diretta,Rassicurare sempre il paziente.,Mantenere le distanze,Giudicare il paziente,B,Area Clinica 2017,medicina specialistica
1486,Quali tra i seguenti sono comuni effetti collaterali degli antidepressivi triciclici?,aumento ponderale,disturbi del ritmo cardiaco,riduzione della soglia convulsiva,"effetti muscarinici (secchezza delle fauci, stipsi e ritenzione urinaria)",tutte le risposte indicate,E,Area Clinica 2017,medicina specialistica
1487,I disturbi di personalità:,sono disturbi con marcate alterazioni comportamentali,sono codificati sull'asse II dell'ICD-10,sono disturbi di matrice psicotica,sono sempre accompagnati da disturbi della percezione,nessuna delle altre risposte indicate,A,Area Clinica 2017,medicina specialistica
1488,La mania è:,un disturbo del pensiero,una forma di schizofrenia,un disturbo dell'umore,un atteggiamento provocatorio del paziente,un disturbo della percezione,C,Area Clinica 2017,medicina specialistica
1489,La legge 180 prevede:,la creazione di nuovi reparti manicomiali,"l'uso di nuove terapia psicoterapiche AREA CLINICA Pag. 253/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",lo spostamento dell'asse di intervento dal manicomio al territorio,la riduzione degli interventi psichiatrici,nessuna delle altre risposte indicate,C,Area Clinica 2017,medicina specialistica
1490,Il ritardo mentale è:,una situazione di svantaggio socioculturale,una inibizione intellettiva su base emotiva,una riduzione significativa dell'efficienza intellettiva con disturbi del comportamento adattivo,una malattia genetica,una situazione di repressione intellettiva,C,Area Clinica 2017,medicina specialistica
1491,La depressione è:,un disturbo dell'umore,un disturbo esclusivamente di natura psicotica,una alterazione dello stato di coscienza,un innalzamento del tono dell'umore,un disturbo della percezione,A,Area Clinica 2017,medicina specialistica
1492,Quale delle seguenti condizioni è caratterizzata da disorientamento spazio-temporale:,Stato crepuscolare,Amenza,Disturbo delirante,Nevrosi ossessiva compulsava,Nessuna delle altre risposte indicate,A,Area Clinica 2017,medicina specialistica
1493,Quale dei seguenti organi risulta più facilmente interessato da processi psicosomatici:,colon,orecchio medio,reni,milza,testicolo,A,Area Clinica 2017,medicina specialistica
1494,Tutti i seguenti sintomi/comportamenti sono presenti nel Disturbo dell'Adattamento in risposta a fattori stressanti tranne:,umore depresso,ansia,alterazioni della condotta,delirio,irrequietezza,D,Area Clinica 2017,medicina specialistica
1495,Tutti i seguenti sintomi/comportamenti sono caratteristici di un disturbo della condotta tranne:,furto,"violazione di regole AREA CLINICA Pag. 254/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",tic,aggressioni,bugie,C,Area Clinica 2017,medicina specialistica
1496,A cosa corrisponde una pseudoallucinazione?,Sentire che tutto ciò che esiste all'esterno proviene dall'interno,Sentire che dal proprio interno non può venire nulla,Sentire voci provenire dal proprio interno,Sentire che tutto ciò che è falso è una allucinazione,Sentire voci provenienti da persone conosciute ma non presenti,C,Area Clinica 2017,medicina specialistica
1497,La depressione dell'età involutiva si caratterizza per:,labilità emotiva,aspetto ansioso,aspetto isteriforme,inquinamento paranoideo,tutte,E,Area Clinica 2017,medicina specialistica
1498,Quando inizia la relazione terapeutica?,Dal primo colloquio,Quando il paziente decide di iniziare la terapia,Dopo un certo tempo dall'inizio della terapia,Dopo almeno un anno,Dopo due anni,A,Area Clinica 2017,medicina specialistica
1499,La conversione sul piano somatico dei conflitti inconsci è alla base:,dei sintomi isterici,dei sintomi neuroastenici,delle crisi epilettiche,dei sintomi psicosomatici,di alcune conversioni religiose,A,Area Clinica 2017,medicina specialistica
1500,Il delirio lucido è caratterizzato da:,uno stato di coscienza non alterato,stato oniroide,alterazione degli organi di senso,coscienza di malattia,uno stato di coscienza ipervigile,A,Area Clinica 2017,medicina specialistica
1501,L'abuso alcolico cronico può portare a:,demenza praecox,"nevrosi d'ansia AREA CLINICA Pag. 255/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",demenza,schizofrenia,nessuna delle altre risposte indicate,C,Area Clinica 2017,medicina specialistica
1502,La personalità isterica è caratterizzata dai seguenti elementi ad eccezione di:,comportamento sempre razionale,instabilità emotiva,richiesta di attenzione,dipendenza,seduttività,A,Area Clinica 2017,medicina specialistica
1503,La sindrome maligna da neurolettici è caratterizzata da:,pensieri malevoli e maligni,deficit del sistema immunitario con leucopenia,ipertermia,"rigidità muscolare, ipertermia, disturbi neurovegetativi",tutte le altre risposte indicate,D,Area Clinica 2017,medicina specialistica
1504,Durante un episodio maniacale il paziente:,si distrae con facilità,si autodenigra,è sempre coerente,è sempre triste,ha idee fobiche,A,Area Clinica 2017,medicina specialistica
1505,Lo psicodramma terapeutico:,consiste  nel  far recitare a un gruppo di  pazienti  diversi ruoli tratti dalle loro vite e dalle loro problematiche,è  un'opera teatrale con profondi risvolti psicologici che si presta ad un uso terapeutico,consiste nel recitare ai pazienti testi teatrali classici  emotivamente significativi,consiste  nel portare i pazienti ad assistere alla recita  di  testi teatrali classici emotivamente significativi,è  un  termine che indica una forma particolare di psicoterapia breve,A,Area Clinica 2017,medicina specialistica
1506,Che cosa significa continuità terapeutica?,tenere continuamente sotto controllo il paziente,"somministrare un trattamento psicofarmacologico senza interruzioni, avvalendosi di preparati long-acting","seguire il paziente nei diversi momenti e nelle varie sedi, secondo un progetto terapeutico coerente e umanitario",controllo dei pazienti e dei familiari,tutte le altre risposte indicate,C,Area Clinica 2017,medicina specialistica
1507,Il sintomo agorafobico:,può essere presente nel disturbo da attacco di panico,"è  un termine in disuso, che andrebbe sostituito con quello piu' appropriato di ""nevrosi fobica"" AREA CLINICA Pag. 256/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,","non  rientra nell'ambito generale della  nevrosi fobica, perche' va considerta come una manifestazione isterica",è un sintomo della schizofrenia,"è  un sintomo gravissimo,  indicativo dell'esistenza di  una seria psicosi latente",A,Area Clinica 2017,medicina specialistica
1508,Il trattamento sanitario obbligatorio secondo l'attuale legislazione psichiatrica può avvenire:,sia in regime di ricovero che a domicilio del paziente o in regime ambulatoriale,esclusivamente a domicilio del paziente o in un regime ambulatoriale,esclusivamente in regime di degenza,solo in una città diversa da quella di residenza,solo in reparto di medicina generale,A,Area Clinica 2017,medicina specialistica
1509,"L'amnesia di fissazione,  la confabulazione ed i falsi riconoscimenti sono caratteristiche:",della psicosi di Korsakov,della parafrenia fantastica,dell'intossicazione da morfina,del delirium tremens,dell'ansia,A,Area Clinica 2017,medicina specialistica
1510,Quale tra le seguenti affermazioni riguardanti i fattori di rischio per la depressione maggiore non è corretta:,"è più frequente in uomini separati, divorziati, celibi, piuttosto che in uomini sposati",è più frequente in donne nubili che in donne sposate,"il rischio è 1,5 - 3 volte maggiore se l'anamnesi familiare è positiva",è 2 volte più probabile nell'uomo che nella donna,vi è un aumento di rischio nei primi 6 mesi del post-partum,D,Area Clinica 2017,medicina specialistica
1511,La sindrome di Down è dovuta a:,trisomia libera del cromosoma 21,trisomia da traslocazione del cromosoma 21,"situazione di mosaicismo 46/47, 21+",difetto enzimatico,presenza di un cromosoma 21 soprannumerario,E,Area Clinica 2017,medicina specialistica
1512,Di cosa è il trattamento elettivo il diazepam endovena?,Delirio geneologico,Assenza temporale,Paralisi periodica,Delirio di gelosia,Stato di male epilettico,E,Area Clinica 2017,medicina specialistica
1513,La prognosi della schizofrenia:,è migliore quando il p. coopera alla terapia farmacologica di mantenimento,"non è in relazione con l'età di insorgenza AREA CLINICA Pag. 257/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",è più favorevole nei soggetti non sposati,è migliore in tutte le condizioni suddette,in nessuna delle suddette condizioni,A,Area Clinica 2017,medicina specialistica
1514,La sintomatologia psichica di un tumore cerebrale in sede prefrontale si manifesta con:,euforia fatua e insipida e scherzosità puerile (la cosiddetta moria),deliri persecutivi,agitazione psicomotoria,allucinazioni visive,facile impressionabilità,A,Area Clinica 2017,medicina specialistica
1515,In epidemiologia che cosa significa il termine incidenza ?,il numero dei casi nuovi osservati,la percentuale epidemiologica più elevata,la gravità del decorso morboso,il numero degli abitanti considerati,la percentuale degli incidenti,A,Area Clinica 2017,medicina specialistica
1516,Nella fase depressiva della psicosi maniaco-depressiva è più frequente trovare:,un delirio di colpa,un delirio di fine del mondo,un delirio di grandezza,un delirio di gelosia,confabulazione,A,Area Clinica 2017,medicina specialistica
1517,Quale  e' il fattore piu' importante nella diagnosi differenziale tra schizofrenia e psicosi organica:,fluttuazione dello stato di coscienza,disturbi dell'attenzione,allucinazioni,inadeguatezza affettiva emotiva,agitazione psicomotoria,A,Area Clinica 2017,medicina specialistica
1518,Con restringimento del campo di coscienza si indica:,uno stato oniroide,uno stato confusionale,uno stato crepuscolare,un decadimento intellettivo su base atrofica,la presenza di ideazione parassita ossessiva,C,Area Clinica 2017,medicina specialistica
1519,Negli Ospedali Psichiatrici Giudiziari vengono ricoverati:,i malati di mente per i quali è stato accertato uno stato di pericolosità sociale,"tutti i malati di mente aggressivi AREA CLINICA Pag. 258/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",tutti i malati di mente,tutti i malati di mente sottoposti a trattamento sanitario obbligatorio,tutti gli schizofrenici,A,Area Clinica 2017,medicina specialistica
1520,Nella schizofrenia NON è presente frequentemente uno dei seguenti disturbi. Quale ?,Disturbi della forma del pensiero,Disturbi della coscienza,Disturbi del contenuto del pensiero,Disturbi senso percettivi,Appiattimento affettivo,B,Area Clinica 2017,medicina specialistica
1521,L'anoressia nervosa:,"è sistematicamente accompagnata da amenorrea quando compare in giovani donne, o da problemi della identificazione sessuale quando colpisce i maschi",è una malattia psicosomatica esclusiva del sesso femminile,è il sintomo secondario della depressione,è una manifestazione della nevrosi ossessiva,è una malattia neurologica che impone un'attenta diagnosi differenziale con le anoressie secondarie ad affezioni psichiatriche funzionali.,A,Area Clinica 2017,medicina specialistica
1522,I farmaci antipsicotici bloccano il recettore postsinaptico per la:,Acetilcolina,Istamina,Noradrenalina,Serotonina,Dopamina,E,Area Clinica 2017,medicina specialistica
1523,Cos'è il campo di coscienza?,L'insieme dei ricordi,Il momento che precede il risveglio,L'estensione della confabulazione,La coscienza del campo visivo,L'insieme dei contenuti presenti nella coscienza in un dato momento,E,Area Clinica 2017,medicina specialistica
1524,Il segno di Babinski è indice di alterazione:,della via piramidale,del sistema cerebellare,della via extrapiramidale,dei nervi cranici,delle vie sensitive,A,Area Clinica 2017,medicina specialistica
1525,Cos'è il flash back ?,"Un'alterazione dell'intelligenza AREA CLINICA Pag. 259/578 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Una reazione all'uso di superalcolici,Una distorsione improvvisa delle percezioni da allucinogeni,Tipico della psicosi puerperale,Una modifica dello stato di coscienza da barbiturici,C,Area Clinica 2017,medicina specialistica
