,id,question,A,B,C,D,E,answer,category,macro category
1594,1595,il dolore anginoso è spesso irradiato dalla regione sottosternale e toracica sinistra alla spalla e alla faccia mediale del braccio sinistro perché:,l'aia cardiaca è spostata a sinistra della linea mediana,"le fibre sensitive di provenienza cardiaca terminano a livello di c4-c8, in comune con quelle toraciche e del braccio sinistro","le fibre sensitive di provenienza cardiaca terminano a livello di t1-t4 a sinistra, in comune con quelle toraciche e del braccio sinistro",le fibre sensitive decorrono nei tronchi parasimpatici di innervazione del plesso cardiaco,l'arco aortico termina a sin della linea mediana.,C,Area Preclinica 2018,morfologia
1595,1596,nel chiasma ottico si incrociano :,tutte le fibre del nervo ottico,le fibre provenienti dalla metà nasale della retina,le fibre provenienti dalla metà temporale della retina,le fibre provenienti dal tubercolo quadrigemello inferiore,tutte le fibre provenienti dalla macula,B,Area Preclinica 2018,morfologia
1596,1597,ad una donna viene fatta una diagnosi di adenocarcinoma localizzato alla testa del pancreas. quali strutture anatomiche potrebbe essere stata interessata?,arteria mesenterica inferiore,milza,coledoco,arteria lienale,rene sinistro,C,Area Preclinica 2018,morfologia
1597,1598,a livello sinaptico quale delle seguenti affermazioni è corretta?,l'impulso viaggia sempre in un'unica direzione,origina ogni qualsiasi forma di impulso,vengono distrutti tutti i mediatori chimici,vengono modulati soltanto impulsi di tipo sensitivo,l'impulso è bidirezionale,A,Area Preclinica 2018,morfologia
1598,1599,quale delle seguenti affermazioni riguardanti un segmento broncopolmonare è corretta?,è rifornito indipendentemente da un segmento bronchiale e da una ramificazione terziaria dell'arteria polmonare,è la più piccola suddivisione di un lobo polmonare,è un segmento piramidale di parenchima polmonare con base all'ilo e vertice alla superficie pleurica,comunica ampiamente con il parenchima polmonare adiacente,è formato da un acino polmonare,A,Area Preclinica 2018,morfologia
1599,1600,quale delle seguenti strutture non è presente nel piccolo omento?,vena porta,coledoco,vena cava inferiore,arteria epatica,nodi linfatici,C,Area Preclinica 2018,morfologia
1600,1601,il midollo spinale termina a quale livello vertebrale?,s1-s2,t12-l1,l4-l5,t11-t12,l1-l2,E,Area Preclinica 2018,morfologia
1601,1602,le ossa del carpo sono:,9,8,7,16,11,B,Area Preclinica 2018,morfologia
1602,1603,"tutte le seguenti affermazioni sul canale inguinale sono corrette, tranne:",contiene il dotto deferente e i vasi referenziali,contiene vasi linfatici tributari dei linfonodi lombo-aortici,"in esso sono contenuti i tre rami genitali dei nervi ileo-ipogastrico, ileo-inguinale e genito-femorale",la parete superiore del canale inguinale e' formata dal margine libero del muscolo retto dell'addome,contiene il legamento rotondo dell'utero,D,Area Preclinica 2018,morfologia
1603,1604,quali delle seguenti affermazioni riguardanti gli elementi del funicolo spermatico è corretta?:,il dotto deferente è il più piccolo ed il legamento vaginale è il più grosso,il dotto vaginale è invariabilmente pervio,il dotto vaginale è invariabilmente chiuso,non figurano elementi linfatici,il dotto deferente è il più grosso e scatta alla palpazione digitale,E,Area Preclinica 2018,morfologia
1604,1605,quali muscoli dovrebbero essere coinvolti nella riabilitazione dell'incontinenza urinaria da sforzo?,diaframma pelvico,trasverso dell'addome,obliquo esterno,obliquo interno,quadrato dei lombi,A,Area Preclinica 2018,morfologia
1605,1606,e' cigliato l'epitelio:,della mucosa delle vie urinarie,della mucosa gastrica,della mucosa dell'uretra,della mucosa delle alte vie respiratorie,della cornea,D,Area Preclinica 2018,morfologia
1606,1607,quali delle seguente affermazioni riguardanti gli alveoli polmonari è corretta:,l'epitelio presenta quattro tipi cellulari ed è aderente alle cellule endoteliali dei capillari,il surfactante è prodotto dalle cellule alveolari (pneumociti) di 2° tipo,il surfactante è prodotto dai macrofagi alveolari,la parete dei capillari è a diretto contatto con l'aria atmosferica,il setto interalveolare è privo di fibre elastiche,B,Area Preclinica 2018,morfologia
1607,1608,gli osteoclasti:,sono cellule ad attività osteogenica,hanno un nucleo centrale,hanno lunghi microvilli,sono cellule di piccole dimensioni,derivano dai megacariociti,C,Area Preclinica 2018,morfologia
1608,1609,la papilla del vater è situata:,"nella seconda porzione duodenale, parete mediale","nella seconda porzione duodenale, parete laterale",nella prima porzione duodenale,nella terza porzione duodenale,nel bulbo duodenale,A,Area Preclinica 2018,morfologia
1609,1610,la roncopatia da un punto di vista anatomico è dovuta,ad un restringimento delle coane,alla perdita di tono dei muscoli della parete della faringe,ad una scarsa irrorazione della mucosa dei seni paranasali,ad un decremento dell'impulso nervoso diretto a tutti i muscoli della faringe,alla perdita di tono dei muscoli del palato molle compresi quelli dell'ugola,E,Area Preclinica 2018,morfologia
1610,1611,una donna si lamenta di attacchi ricorrenti di dolore al quadrante superiore destro dell'addome dopo pasti ricchi di grassi. a quale organo riferiresti il dolore ?,milza,vie biliari,colon sigmoideo,ovaio destro,stomaco,B,Area Preclinica 2018,morfologia
1611,1612,il piccolo omento contiene:,"dotto coledoco, vena porta, arteria lienale","dotto coledoco, arteria pancreatico-duodenale","arteria renale, arteria lienale, arteria gastrica sinistra","dotto coledoco, arteria epatica, vena porta","dotto coledoco, vena porta, vena cava inferiore",D,Area Preclinica 2018,morfologia
1612,1613,quale delle seguenti affermazioni sul giro precentrale del lobo frontale e' corretta?,e' nota come area sensitiva primaria,controlla i movimenti omolaterali,non ha rapporti con i nuclei della base e il cervelletto,sul giro precentrale sono rappresentati gruppi di muscoli funzionalmente omogenei,contiene le proiezioni acustiche,D,Area Preclinica 2018,morfologia
1613,1614,l'epitelio pavimentoso stratificato è presente in tutte le strutture indicate tranne:,epidermide,bocca,stomaco,esofago,vagina,C,Area Preclinica 2018,morfologia
1614,1615,la vena testicolare di sinistra:,sbocca nella vena cava inferiore,sbocca nella vena renale di sinistra,spesso è assente,decorre dietro l'aorta,sbocca nella vena surrenale inferiore,B,Area Preclinica 2018,morfologia
1615,1616,"tutte le seguenti affermazioni che riguardano l'ernia inguinale indiretta sono corrette, tranne:",penetra nell'anello inguinale profondo,si trova medialmente all'arteria mesenterica inferiore,fuoriesce dall'anello inguinale superficiale,si trova lateralmente all'arteria epigastrica inferiore,è più frequente nel maschio,B,Area Preclinica 2018,morfologia
1616,1617,un paziente con una paralisi periferica del nervo faciale destro,può serrare (chiudere) le palpebre di destra,non può serrare (chiudere) completamente le labbra e la saliva esce dalla parte destra della commessura labiale,perde il movimento coniugato degli occhi,diventa strabico a destra,non può deglutire,B,Area Preclinica 2018,morfologia
1617,1618,quale di queste ghiandole e' innervata dal ix paio dei nervi cranici?,sottomandibolare,sottolinguale,lacrimale,parotide,tiroide,D,Area Preclinica 2018,morfologia
1618,1619,"quale caratteristiche identificano un bacino tipicamente femminile (ginoide), rispetto a uno tipicamente maschile (androide)?",assenza delle tuberosita' ischiatiche,assenza del forame otturatorio,diametri dello stretto superiore della pelvi piu' corti,forma imbutiforme,angolo sottopubico maggiore,E,Area Preclinica 2018,morfologia
1619,1620,il muscolo detrusore della vescica urinaria è costituito da:,tessuto muscolare striato,tessuto muscolare liscio,tessuto muscolare liscio e striato,tessuto muscolare striato involontario,tessuto muscolare liscio volontario,B,Area Preclinica 2018,morfologia
1620,1621,dal tripode celiaco originano:,"arteria gastrica di destra, a. epatica comune, a. splenica","arteria gastrica di sinistra, a. epatica comune, a. splenica","arteria epatica di destra, a. epatica sinistra, a. splenica","a. mesenterica superiore, a. epatica comune, a. splenica","a. mesenterica superiore, epatica di sinistra e di destra",B,Area Preclinica 2018,morfologia
1621,1622,il dolore che deriva dal peritoneo parietale è di tipo:,somatico,viscerale superficiale,viscerale profondo,riferito,radicolare,A,Area Preclinica 2018,morfologia
1622,1623,il muscolo grande gluteo:,passa attraverso il foro otturato,si inserisce anche sul grande trocantere,flette la colonna lombare,ha azione antigravitaria,si inserisce nel piccolo trocantere,D,Area Preclinica 2018,morfologia
1623,1624,quali delle seguenti cellule sono gli unici neuroni proiettivi della corteccia cerebellare?,cellule a canestro,cellule gangliari (del purkinje),cellule di golgi,granuli,cellule stellate,B,Area Preclinica 2018,morfologia
1624,1625,il dotto toracico si apre:,nell'arteria succlavia,nel punto di confluenza delle vene succlavia sinistra e giugulare interna sinistra,nella vena porta,nell'arteria femorale,nelle vene polmonari di destra,B,Area Preclinica 2018,morfologia
1625,1626,quale di queste strutture anatomiche non ha rapporti con l'uretere destro?,dotto deferente,vene del plesso vescico-prostatico,fascia del muscolo psoas,vasi iliaci esterni,aorta addominale,E,Area Preclinica 2018,morfologia
1626,1627,la cartilagine elastica si riscontra in:,dischi intervertebrali,trachea,tuba uditiva,estremità sternale delle coste,testa del femore,C,Area Preclinica 2018,morfologia
1627,1628,"in una articolazione mobile, i capi articolari che vengono a contatto sono rivestiti da:",periostio,tessuto fibroso,tessuto elastico,tessuto sinoviale,tessuto mesenchimale,D,Area Preclinica 2018,morfologia
1628,1629,"nell'appendice, il tessuto linfoide è situato",a livello dell'epitelio di rivestimento,a livello della tonaca muscolare,a livello della tonaca propria,a livello dell'avventizia,a livello di tutte le strutture indicate,C,Area Preclinica 2018,morfologia
1629,1630,"in una radiografia antero-posteriore del torace, tutte le seguenti formazioni definiscono il margine sinistro dell'ombra cardiaca tranne:",vena cava superiore,arteria polmonare,arco dell'aorta,ventricolo sinistro,atrio sinistro,A,Area Preclinica 2018,morfologia
1630,1631,gli eritrociti di un adulto contengono prevalentemente:,emoglobina a,emoglobina a2,emoglobina f,emoglobina s,carbossiemoglobina,A,Area Preclinica 2018,morfologia
1631,1632,quale delle seguenti affermazioni riguardanti l'albero bronchiale è corretta?:,la più alta concentrazione di muscolatura liscia si osserva nei bronchi zonali,la più alta concentrazione di muscolatura liscia si osserva nei bronchi principali,la muscolatura liscia ne regola il calibro sotto il controllo del sistema nervoso autonomo (l'ortosimpatico causando broncocostrizione ed il parasimpatico causando broncodilatazione),la muscolatura liscia ne regola il calibro sotto il controllo del sistema nervoso autonomo (l'ortosimpatico causando broncodilatazione ed il parasimpatico causando broncocostrizione),manca del tutto muscolatura liscia,D,Area Preclinica 2018,morfologia
1632,1633,quale dei seguenti processi comporta la perdita del nucleo da parte della cellula?,la differenziazione dell'eritrocita,la secrezione apocrina,la formazione della guaina mielinica,la fagocitosi,la degranulazione del mastocita,A,Area Preclinica 2018,morfologia
1633,1634,tutti i seguenti nervi cranici hanno una componente parasimpatica tranne il:,iii,v,vii,ix,x,B,Area Preclinica 2018,morfologia
1634,1635,lo stomaco si divide in:,"ascendente, traverso e discendente","antro, corpo e fondo","corpo, antro, piloro","fondo, corpo e antro","fondo, corpo, antro, parte pilorica",E,Area Preclinica 2018,morfologia
1635,1636,quale dei seguenti muscoli fa parte della cuffia dei rotatori:,m. grande pettorale,m. succlavio,m. pronatore rotondo,m. grande dorsale,m. infraspinato,E,Area Preclinica 2018,morfologia
1636,1637,le ghiandole sudoripare:,non sono mai associate a cellule mioepiteliali,"si trovano, di solito, più in profondità rispetto alle ghiandole sebacee",il loro secreto è una soluzione isotonica di kcl,sono presenti sul 50% della superficie corporea,la sudorazione è controllata principalmente da fibre colinergiche del parasimpatico,B,Area Preclinica 2018,morfologia
1637,1638,cosa è il parenchima di una ghiandola?,la sua struttura microscopica,il punto di ingresso dei vasi che la irrorano,l'insieme di cellule secernenti che la compongono,il connettivo di sostegno della ghiandola,l'enunciato è falso: in una ghiandola non esiste parenchima,C,Area Preclinica 2018,morfologia
1638,1639,lo strato di epidermide su cui poggia l'unghia è detto:,vallo ungueale,epionichio,doccia ungueale,solco sottoungueale,iponichio,E,Area Preclinica 2018,morfologia
1639,1640,i seguenti dati descrittivi del plesso lombare sono veri tranne:,il plesso giace nell'ambito del muscolo psoas,il plesso è formato dai rami posteriori dei primi quattro nervi lombari,il nervo femorale emerge dal margine laterale del muscolo psoas,il nervo otturatore emerge dal bordo mediale del muscolo psoas,il muscolo ileoipogastrico emerge dal margine laterale del muscolo psoas,B,Area Preclinica 2018,morfologia
1640,1641,l'adenoipofisi:,è costituita da follicoli epiteliali,è vascolarizzata da capillari fenestrati,ha il condotto escretore ramificato,ha una trama connettivale costituita da fibre elastiche,secerne con modalità olocrina,B,Area Preclinica 2018,morfologia
1641,1642,"nella dentizione permanente, una emiarcata alveolo dentaria ospita:","3 molari, 3 premolari, 2 canini, 2 incisivi","2 molari, 2 premolari, 2 canini, 2 incisivi","2 molari, 3 premolari, 1 canino, 1 incisivo","3 molari, 2 premolari, 1 canino, 2 incisivi","4 molari, 1 premolare, 1 canino, 1 incisivo",D,Area Preclinica 2018,morfologia
1642,1643,sono organi accessori della muscolatura:,le cartilagini articolari,le borse mucose,i menischi,i labbri glenoidei,i legamenti,B,Area Preclinica 2018,morfologia
1643,1644,quali delle seguenti condizioni è più frequentemente responsabile di un'ostruzione della vena cava inferiore?,da un cancro della testa del pancreas,da un cancro della coda del pancreas,da un cancro del corpo del pancreas,da uno spasmo del diaframma,da un'adenopatia dei linfonodi inguinali,C,Area Preclinica 2018,morfologia
1644,1645,tutti i seguenti elementi descrittivi del mediastino sono corretti tranne:,il mediastino determina una separazione tra le due cavità pleuriche,la pleura mediastinica delimita le pareti laterali del mediastino,il cuore occupa il mediastino medio,"se entra aria nella cavità pleurica sinistra, le strutture che formano il mediastino si fletteranno verso destra",il margine anteriore del mediastino si estende ad un livello inferiore a quello del margine posteriore,E,Area Preclinica 2018,morfologia
