id,question,A,B,C,D,E,answer,category,macro category
1598,A livello sinaptico quale delle seguenti affermazioni è corretta?,l'impulso viaggia sempre in un'unica direzione,origina ogni qualsiasi forma di impulso,vengono distrutti tutti i mediatori chimici,vengono modulati soltanto impulsi di tipo sensitivo,l'impulso è bidirezionale,A,Area Preclinica 2016,morfologia
1599,Quale delle seguenti affermazioni riguardanti un segmento broncopolmonare è corretta?,è rifornito indipendentemente da un segmento bronchiale e da una ramificazione terziaria dell'arteria polmonare,è la più piccola suddivisione di un lobo polmonare,è un segmento piramidale di parenchima polmonare con base all'ilo e vertice alla superficie pleurica,comunica ampiamente con il parenchima polmonare adiacente,è formato da un acino polmonare,A,Area Preclinica 2016,morfologia
1600,Quale delle seguenti strutture non è presente nel piccolo omento?,Vena Porta,Coledoco,Vena Cava inferiore,Arteria epatica,Nodi linfatici,C,Area Preclinica 2016,morfologia
1601,"Il midollo spinale termina a quale livello vertebrale? AREA PRE-CLINICA Pag. 271/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",S1-S2,T12-L1,L4-L5,T11-T12,L1-L2,E,Area Preclinica 2016,morfologia
1602,Le ossa del carpo sono:,9,8,7,16,11,B,Area Preclinica 2016,morfologia
1603,"Tutte le seguenti affermazioni sul canale inguinale sono corrette, tranne:",contiene il dotto deferente e i vasi referenziali,contiene vasi linfatici tributari dei linfonodi lombo-aortici,"in esso sono contenuti i tre rami genitali dei nervi ileo-ipogastrico, ileo-inguinale e genito-femorale",la parete superiore del canale inguinale e' formata dal margine libero del muscolo retto dell'addome,contiene il legamento rotondo dell'utero,D,Area Preclinica 2016,morfologia
1604,Quali delle seguenti affermazioni riguardanti gli elementi del funicolo spermatico è corretta?:,Il dotto deferente è il più piccolo ed il legamento vaginale è il più grosso,Il dotto vaginale è invariabilmente pervio,Il dotto vaginale è invariabilmente chiuso,Non figurano elementi linfatici,Il dotto deferente è il più grosso e scatta alla palpazione digitale,E,Area Preclinica 2016,morfologia
1605,Quali muscoli dovrebbero essere coinvolti nella riabilitazione dell'incontinenza urinaria da sforzo?,diaframma pelvico,trasverso dell'addome,obliquo esterno,obliquo interno,quadrato dei lombi,A,Area Preclinica 2016,morfologia
1606,E' cigliato l'epitelio:,della mucosa delle vie urinarie,della mucosa gastrica,della mucosa dell'uretra,della mucosa delle alte vie respiratorie,della cornea,D,Area Preclinica 2016,morfologia
1607,"Quali delle seguente affermazioni riguardanti gli alveoli polmonari è corretta: AREA PRE-CLINICA Pag. 272/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",L'epitelio presenta quattro tipi cellulari ed è aderente alle cellule endoteliali dei capillari,Il surfactante è prodotto dalle cellule alveolari (pneumociti) di 2° tipo,Il surfactante è prodotto dai macrofagi alveolari,La parete dei capillari è a diretto contatto con l'aria atmosferica,Il setto interalveolare è privo di fibre elastiche,B,Area Preclinica 2016,morfologia
1608,Gli osteoclasti:,sono cellule ad attività osteogenica,hanno un nucleo centrale,hanno lunghi microvilli,sono cellule di piccole dimensioni,derivano dai megacariociti,C,Area Preclinica 2016,morfologia
1609,La papilla del Vater è situata:,"nella seconda porzione duodenale, parete mediale","nella seconda porzione duodenale, parete laterale",nella prima porzione duodenale,nella terza porzione duodenale,nel bulbo duodenale,A,Area Preclinica 2016,morfologia
1610,La roncopatia da un punto di vista anatomico è dovuta,ad un restringimento delle coane,alla perdita di tono dei muscoli della parete della faringe,ad una scarsa irrorazione della mucosa dei seni paranasali,ad un decremento dell'impulso nervoso diretto a tutti i muscoli della faringe,alla perdita di tono dei muscoli del palato molle compresi quelli dell'ugola,E,Area Preclinica 2016,morfologia
1611,Una donna si lamenta di attacchi ricorrenti di dolore al quadrante superiore destro dell'addome dopo pasti ricchi di grassi. A quale organo riferiresti il dolore ?,milza,vie biliari,colon sigmoideo,ovaio destro,stomaco,B,Area Preclinica 2016,morfologia
1612,Il piccolo omento contiene:,"dotto coledoco, vena porta, arteria lienale","dotto coledoco, arteria pancreatico-duodenale","arteria renale, arteria lienale, arteria gastrica sinistra","dotto coledoco, arteria epatica, vena porta","dotto coledoco, vena porta, vena cava inferiore",D,Area Preclinica 2016,morfologia
1613,"Quale delle seguenti affermazioni sul giro precentrale del lobo frontale e' corretta? AREA PRE-CLINICA Pag. 273/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",e' nota come area sensitiva primaria,Controlla i movimenti omolaterali,Non ha rapporti con i nuclei della base e il cervelletto,Sul giro precentrale sono rappresentati gruppi di muscoli funzionalmente omogenei,Contiene le proiezioni acustiche,D,Area Preclinica 2016,morfologia
1614,L'epitelio pavimentoso stratificato è presente in tutte le strutture indicate tranne:,Epidermide,Bocca,Stomaco,Esofago,Vagina,C,Area Preclinica 2016,morfologia
1615,La vena testicolare di sinistra:,sbocca nella vena cava inferiore,sbocca nella vena renale di sinistra,spesso è assente,decorre dietro l'aorta,sbocca nella vena surrenale inferiore,B,Area Preclinica 2016,morfologia
1616,"Tutte le seguenti affermazioni che riguardano l'ernia inguinale indiretta sono corrette, tranne:",penetra nell'anello inguinale profondo,si trova medialmente all'arteria mesenterica inferiore,fuoriesce dall'anello inguinale superficiale,si trova lateralmente all'arteria epigastrica inferiore,è più frequente nel maschio,B,Area Preclinica 2016,morfologia
1617,Un paziente con una paralisi periferica del nervo faciale destro,Può serrare (chiudere) le palpebre di destra,Non può serrare (chiudere) completamente le labbra e la saliva esce dalla parte destra della commessura labiale,Perde il movimento coniugato degli occhi,Diventa strabico a destra,Non può deglutire,B,Area Preclinica 2016,morfologia
1618,Quale di queste ghiandole e' innervata dal IX paio dei nervi cranici?,sottomandibolare,sottolinguale,lacrimale,parotide,tiroide,D,Area Preclinica 2016,morfologia
1619,"Quale caratteristiche identificano un bacino tipicamente femminile (ginoide), rispetto a uno tipicamente maschile (androide)? AREA PRE-CLINICA Pag. 274/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Assenza delle tuberosita' ischiatiche,Assenza del forame otturatorio,Diametri dello stretto superiore della pelvi piu' corti,Forma imbutiforme,Angolo sottopubico maggiore,E,Area Preclinica 2016,morfologia
1620,Il muscolo detrusore della vescica urinaria è costituito da:,Tessuto muscolare striato,Tessuto muscolare liscio,Tessuto muscolare liscio e striato,Tessuto muscolare striato involontario,Tessuto muscolare liscio volontario,B,Area Preclinica 2016,morfologia
1621,Dal tripode celiaco originano:,"Arteria gastrica di  destra, a. epatica  comune, a. splenica","Arteria gastrica  di  sinistra, a. epatica comune, a. splenica","Arteria  epatica  di destra, a. epatica sinistra, a. splenica","A. mesenterica  superiore, a. epatica comune, a. splenica","A. mesenterica  superiore, epatica di  sinistra  e di destra",B,Area Preclinica 2016,morfologia
1622,Il dolore che deriva dal peritoneo parietale è di tipo:,somatico,viscerale superficiale,viscerale profondo,riferito,radicolare,A,Area Preclinica 2016,morfologia
1623,Il muscolo grande gluteo:,passa attraverso il foro otturato,si inserisce anche sul grande trocantere,flette la colonna lombare,ha azione antigravitaria,si inserisce nel piccolo trocantere,D,Area Preclinica 2016,morfologia
1624,Quali delle seguenti cellule sono gli unici neuroni proiettivi della corteccia cerebellare?,cellule a canestro,cellule gangliari (del Purkinje),cellule di Golgi,granuli,cellule stellate,B,Area Preclinica 2016,morfologia
1625,"Il dotto toracico si apre: AREA PRE-CLINICA Pag. 275/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",nell'arteria succlavia,nel punto di confluenza delle vene succlavia sinistra e giugulare interna   sinistra,nella vena porta,nell'arteria femorale,nelle vene polmonari di destra,B,Area Preclinica 2016,morfologia
1626,Quale di queste strutture anatomiche non ha rapporti con l'uretere destro?,dotto deferente,vene del plesso vescico-prostatico,fascia del muscolo psoas,vasi iliaci esterni,aorta addominale,E,Area Preclinica 2016,morfologia
1627,La cartilagine elastica si riscontra in:,Dischi intervertebrali,Trachea,Tuba uditiva,Estremità sternale delle coste,Testa del femore,C,Area Preclinica 2016,morfologia
1628,"In una articolazione mobile, i capi articolari che vengono a contatto sono rivestiti da:",periostio,tessuto fibroso,tessuto elastico,tessuto sinoviale,tessuto mesenchimale,D,Area Preclinica 2016,morfologia
1629,"Nell'appendice, il tessuto linfoide è situato",a livello dell'epitelio di rivestimento,a livello della tonaca muscolare,a livello della tonaca propria,a livello dell'avventizia,a livello di tutte le strutture indicate,C,Area Preclinica 2016,morfologia
1630,"In una radiografia antero-posteriore del torace, tutte le seguenti formazioni definiscono il margine sinistro dell'ombra cardiaca tranne:",vena cava superiore,arteria polmonare,arco dell'aorta,ventricolo sinistro,atrio sinistro,A,Area Preclinica 2016,morfologia
1631,"Gli eritrociti di un adulto contengono prevalentemente: AREA PRE-CLINICA Pag. 276/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Emoglobina A,Emoglobina A2,Emoglobina F,Emoglobina S,Carbossiemoglobina,A,Area Preclinica 2016,morfologia
1632,Quale delle seguenti affermazioni riguardanti l'albero bronchiale è corretta?:,La più alta concentrazione di muscolatura liscia si osserva nei bronchi zonali,La più alta concentrazione di muscolatura liscia si osserva nei bronchi principali,La muscolatura liscia ne regola il calibro sotto il controllo del sistema nervoso autonomo (l'ortosimpatico causando broncocostrizione ed il parasimpatico causando broncodilatazione),La muscolatura liscia ne regola il calibro sotto il controllo del sistema nervoso autonomo (l'ortosimpatico causando broncodilatazione ed il parasimpatico causando broncocostrizione),Manca del tutto muscolatura liscia,D,Area Preclinica 2016,morfologia
1633,Quale dei seguenti processi comporta la perdita del nucleo da parte della cellula?,la differenziazione dell'eritrocita,la secrezione apocrina,la formazione della guaina mielinica,la fagocitosi,la degranulazione del mastocita,A,Area Preclinica 2016,morfologia
1634,Tutti i seguenti nervi cranici hanno una componente parasimpatica tranne il:,III,V,VII,IX,X,B,Area Preclinica 2016,morfologia
1635,Lo stomaco si divide in:,"ascendente, traverso e discendente","antro, corpo e fondo","corpo, antro, piloro","fondo, corpo e antro","fondo, corpo, antro, parte pilorica",E,Area Preclinica 2016,morfologia
1636,Quale dei seguenti muscoli fa parte della cuffia dei rotatori:,m. grande pettorale,m. succlavio,m. pronatore rotondo,m. grande dorsale,m. infraspinato,E,Area Preclinica 2016,morfologia
1637,"Le ghiandole sudoripare: AREA PRE-CLINICA Pag. 277/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Non sono mai associate a cellule mioepiteliali,"Si trovano, di solito, più in profondità rispetto alle ghiandole sebacee",Il loro secreto è una soluzione isotonica di KCl,Sono presenti sul 50% della superficie corporea,La sudorazione è controllata principalmente da fibre colinergiche del parasimpatico,B,Area Preclinica 2016,morfologia
1638,Cosa è il parenchima di una ghiandola?,La sua struttura microscopica,Il punto di ingresso dei vasi che la irrorano,L'insieme di cellule secernenti che la compongono,Il connettivo di sostegno della ghiandola,L'enunciato è falso: in una ghiandola non esiste parenchima,C,Area Preclinica 2016,morfologia
1639,Lo strato di epidermide su cui poggia l'unghia è detto:,Vallo ungueale,Epionichio,Doccia ungueale,Solco sottoungueale,Iponichio,E,Area Preclinica 2016,morfologia
1640,I seguenti dati descrittivi del plesso lombare sono veri tranne:,Il plesso giace nell'ambito del muscolo psoas,Il plesso è formato dai rami posteriori dei primi quattro nervi lombari,Il nervo femorale emerge dal margine laterale del muscolo psoas,Il nervo otturatore emerge dal bordo mediale del muscolo psoas,Il muscolo ileoipogastrico emerge dal margine laterale del muscolo psoas,B,Area Preclinica 2016,morfologia
1641,L'adenoipofisi:,è costituita da follicoli epiteliali,è vascolarizzata da capillari fenestrati,ha il condotto escretore ramificato,ha una trama connettivale costituita da fibre elastiche,secerne con modalità olocrina,B,Area Preclinica 2016,morfologia
1642,"Nella dentizione permanente, una emiarcata alveolo dentaria ospita:","3 molari, 3 premolari, 2 canini, 2 incisivi","2 molari, 2 premolari, 2 canini, 2 incisivi","2 molari, 3 premolari, 1 canino, 1 incisivo","3 molari, 2 premolari, 1 canino, 2 incisivi","4 molari, 1 premolare, 1 canino, 1 incisivo",D,Area Preclinica 2016,morfologia
1643,"Sono organi accessori della muscolatura: AREA PRE-CLINICA Pag. 278/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",le cartilagini articolari,le borse mucose,i menischi,i labbri glenoidei,i legamenti,B,Area Preclinica 2016,morfologia
1644,Quali delle seguenti condizioni è più frequentemente responsabile di un'ostruzione della vena cava inferiore?,da un cancro della testa del pancreas,da un cancro della coda del pancreas,da un cancro del corpo del pancreas,da uno spasmo del diaframma,da un'adenopatia dei linfonodi inguinali,C,Area Preclinica 2016,morfologia
1645,Tutti i seguenti elementi descrittivi del mediastino sono corretti tranne:,Il mediastino determina una separazione tra le due cavità pleuriche,La pleura mediastinica delimita le pareti laterali del mediastino,Il cuore occupa il mediastino medio,"Se entra aria nella cavità pleurica sinistra, le strutture che formano il mediastino si fletteranno verso destra",Il margine anteriore del mediastino si estende ad un livello inferiore a quello del margine posteriore,E,Area Preclinica 2016,morfologia
1646,L'arteria cerebrale media deriva da:,Carotide esterna,Carotide interna,Vertebrale,Basilare,Cerebrale anteriore,B,Area Preclinica 2016,morfologia
1647,Tutti i seguenti tratti sono costituiti da fibre il cui pirenoforo si trova nel corno grigio posteriore tranne:,Tratto spinocerebellare dorsale,Tratto spinotalamico anteriore,Fascicolo cuneato,Tratto spinocerebellare ventrale,Tratto spinotalamico laterale,C,Area Preclinica 2016,morfologia
1648,Le cellule del mesangio sono localizzate:,nell'ansa di Henle,nell'arteriola afferente al corpuscolo renale,nel dotto collettore,nel glomerulo renale,nel calice minore,D,Area Preclinica 2016,morfologia
