index,question,answer,macro_category,area,gemma,llama,mistral
4588,l'ematomielia si verifica più frequentemente in seguito a:,D,medicina specialistica,Clinica,D,D,D
4589,il numero normale di cellule linfocitarie riscontrabili nel liquor cefalo-rachidiano normale è di:,A,medicina specialistica,Clinica,A,A,A)
4590,quale tra i seguenti tipi eziologici di meningite ha la prognosi peggiore?,B,medicina specialistica,Clinica,E,B,B
4591,quale sistema o struttura è colpito nella sclerosi laterale amiotrofica?,D,medicina specialistica,Clinica,D,D,D
4592,a cosa corrispondono le crisi di grande male?,B,medicina specialistica,Clinica,B,B,B
4593,una emiparesi facio-brachiale che regredisce in poche ore può essere causata più probabilmente da:,C,medicina specialistica,Clinica,C,C,C
4594,l'encefalite acuta necrotizzante è da riferire a:,D,medicina specialistica,Clinica,D,D,D
4595,quali risultano essere le cause più frequenti della comparsa di epilessia nell'anziano?,E,medicina specialistica,Clinica,E,E,E
4596,nella miastenia gravis la debolezza muscolare è il risultato di una insufficiente trasmissione colinergica alla giunzione neuromuscolare; la debolezza muscolare può però verificarsi anche per un sovradosaggio dei farmaci colinomimetici utilizzati nel trattamento della miastenia. quale fra i seguenti segni/sintomi che seguono può aiutare a differenziare una crisi miastenica da una crisi colinergica?,A,medicina specialistica,Clinica,A,A,A
4597,nel trattamento della malattia di parkinson in fase iniziale la scelta attualmente consigliabile è:,B,medicina specialistica,Clinica,B,B,B
4598,quale dei seguenti non è ritenuto un fattore di rischio per lo sviluppo della malattia di alzheimer ?,B,medicina specialistica,Clinica,B,B,B
4599,la sede più frequente delle emorragie cerebrali è:,D,medicina specialistica,Clinica,D,D,D
4600,una complicanza grave della correzione troppo rapida di una ipernatremia è:,A,medicina specialistica,Clinica,A,B,A
4601,"il coma che esordisce rapidamente con senso di fame, debolezza estrema, sudorazione profusa e modificazioni del respiro è generalmente un:",C,medicina specialistica,Clinica,C,C,B
4602,un paziente con crisi epilettica tonico-clonica si deve:,C,medicina specialistica,Clinica,C,C,C
4603,"paziente di anni 32, trauma da incidente della strada. non muove bene gli arti inferiori e non controlla gli sfinteri. si suppone, pertanto, una lesione traumatica della colonna vertebrale. che esame richiedi per primo?",B,medicina specialistica,Clinica,A,A,A
4604,quale delle seguenti condizioni necessita di intraprendere una terapia anticoagulante ?,B,medicina specialistica,Clinica,B,B,B
4605,l'arterite temporale (o arterite di horton) è tipicamente accompagnata da:,A,medicina specialistica,Clinica,A,A,A
4606,quale tra le seguenti affezioni cardiovascolari è da considerare a più alto rischio per embolia cerebrale?,E,medicina specialistica,Clinica,E,E,E
4607,la cefalea di tipo tensivo solitamente è:,A,medicina specialistica,Clinica,A,A,A
4608,le allucinazioni sono definite come:,D,medicina specialistica,Clinica,D,D,D
4609,la causa più frequente di paralisi acuta bilaterale del vii nervo cranico è:,C,medicina specialistica,Clinica,E,E,A
4610,in ambito cerebro-vascolare l'esame del liquor può rappresentare un utile supporto diagnostico:,B,medicina specialistica,Clinica,B,B,B
4611,un'emianopsia destra può essere causata da una lesione:,E,medicina specialistica,Clinica,D,E,E
4612,una vertigine rotatoria posizionale è più probabilmente dovuta a:,C,medicina specialistica,Clinica,C,C,C
4613,"quale dei seguenti esami strumentali considerate di prima scelta nel caso di un'improvvisa transitoria perdita di coscienza con caduta a terra in un soggetto anziano, non accompagnata da manifestazioni comiziali:",B,medicina specialistica,Clinica,B,B,B
4614,"paziente di anni 75, cardiopatico, in terapia anticoagulante, con rilievo di lieve trauma cranico nei giorni precedenti l'osservazione clinica. presenta instabilità posturale e lieve emiparesi sinistra. che esame richiedi e perché?",A,medicina specialistica,Clinica,A,A,A
4615,lo stato di male epilettico:,D,medicina specialistica,Clinica,D,D,D
4616,una lesione dei nuclei della base può determinare i seguenti segni eccetto:,D,medicina specialistica,Clinica,D,D,D
4617,i reperti liquorali nella sclerosi multipla:,B,medicina specialistica,Clinica,B,B,B
4618,quale dei seguenti elementi clinici non fa parte delle caratteristiche universalmente condivise che caratterizzano le crisi ischemiche cerebrali transitorie (t.i.a.)?,E,medicina specialistica,Clinica,E,E,E
4619,quale dato contribuisce in maniera determinante alla diagnosi di epilessia?,D,medicina specialistica,Clinica,D,D,D
4620,qual è la principale causa di morte per sla?,E,medicina specialistica,Clinica,E,E,E
4621,quale delle seguenti condizioni viene anche denominata cefalea da suicidio?,B,medicina specialistica,Clinica,B,B,B
4622,in quale di queste condizioni si rileva il più elevato contenuto di proteine nel liquor?,A,medicina specialistica,Clinica,B,B,D
4623,l'emicrania senz'aura è più frequente:,D,medicina specialistica,Clinica,D,D,D
4624,il riflesso di accomodazione o di avvicinamento degli occhi consiste in:,D,medicina specialistica,Clinica,D,D,D
4625,la cefalea di tipo tensivo solitamente:,C,medicina specialistica,Clinica,C,C,C
4626,per piccolo male si intende:,C,medicina specialistica,Clinica,C,C,C
4627,"tra le forme di cefalea elencate, si riscontra più spesso negli uomini che nelle donne:",D,medicina specialistica,Clinica,D,D,D
4628,una crisi epilettica parziale motoria destra può essere causata da un focolaio epilettico localizzato nel:,E,medicina specialistica,Clinica,A,E,E
4629,"in un paziente con disturbi della deambulazione, disturbi sfinterici e deficit della sensibilità con livello alla linea ombelicale trasversa, l'esame da eseguire in prima scelta è:",C,medicina specialistica,Clinica,C,C,C
4630,"una donna di 32 anni da un mese vede doppio. tale disturbo e' intermittente, ma sembra che sia piu' evidente alla sera. da alcuni giorni ha notato di ""far fatica"" a masticare la carne. all'esame obiettivo si nota solo una ptosi palpebrale sinistra che aumenta prolungando lo sguardo verso l'alto. qual e' la diagnosi piu' probabile:",E,medicina specialistica,Clinica,E,E,E
4631,la disseminazione (metastatizzazione) cerebro-spinale si osserva con maggiore probabilità in:,A,medicina specialistica,Clinica,C,A,A
4632,quale delle seguenti terapie è quella di scelta in corso di trombosi venosa cerebrale?,D,medicina specialistica,Clinica,D,D,D
4633,la paralisi periodica è caratterizzata da livelli intermittentemente:,B,medicina specialistica,Clinica,B,B,B
4634,quali delle seguenti alterazioni dello studio elettrofisiologico della conduzione nervosa sono caratteristiche delle neuropatie demienilizzanti?:,C,medicina specialistica,Clinica,C,C,B
4635,"nella sla, le prime alterazioni motorie che si riscontrano a carico della muscolatura sono:",A,medicina specialistica,Clinica,A,A,A
4636,"quali onde caratterizzano il ""ritmo di fondo"" dell'elettroencefalogramma?",A,medicina specialistica,Clinica,D,A,A
4637,sintomi a livello neurologico dell'iperparatiroidismo possono essere:,C,medicina specialistica,Clinica,E,E,E
4638,qual è la struttura colpita dall'acne?,D,medicina specialistica,Clinica,D,D,D
4639,in quali delle seguenti sedi non si sviluppa mai il foruncolo ?,D,medicina specialistica,Clinica,D,D,D
4640,l'infezione primaria da virus erpetico può manifestarsi come:,E,medicina specialistica,Clinica,E,E,E
4641,quale dei seguenti segni non è sospetto per la trasformazione in melanoma di un neo ?,E,medicina specialistica,Clinica,C,E,E
4642,qual è la funzione dei melanociti?,D,medicina specialistica,Clinica,D,D,D
4643,la scabbia è:,B,medicina specialistica,Clinica,B,B,B
4644,quali sono le cellule principali coinvolte nella dermatite allergica da contatto?,D,medicina specialistica,Clinica,D,D,D
4645,il foruncolo è una infiammazione purulenta di:,A,medicina specialistica,Clinica,A,A,A
4646,la cheratosi attinica si localizza tipicamente in:,A,medicina specialistica,Clinica,A,A,A
4647,il basalioma è un tumore cutaneo:,A,medicina specialistica,Clinica,A,A,A
4648,la cute nell'ipotiroidismo presenta:,C,medicina specialistica,Clinica,C,C,C
4649,"tutte le seguenti patologie sono accompagnate da prurito intenso, tranne:",E,medicina specialistica,Clinica,E,E,E
4650,qual è la più frequente neoplasia cutanea maligna?,E,medicina specialistica,Clinica,E,E,E
4651,il comedone è la lesione elementare patognomonica di quale patologia?,D,medicina specialistica,Clinica,D,D,D
4652,quale esame deve essere eseguito in un neonato di madre luetica per escludere la sifilide connatale?,B,medicina specialistica,Clinica,D,B,A
4653,l'erisipela:,D,medicina specialistica,Clinica,D,C,D
4654,qual è la sede più colpita da gonorrea nella donna?,A,medicina specialistica,Clinica,A,A,A
4655,la medicazione occlusiva viene eseguita soprattutto per:,B,medicina specialistica,Clinica,C,B,B
4656,il cunicolo è la lesione elementare patognomonica di quale patologia?,B,medicina specialistica,Clinica,B,B,B
4657,la morfea è:,A,medicina specialistica,Clinica,A,A,A
4658,la bolla è l'elemento semeiologico elementare di:,B,medicina specialistica,Clinica,A,B,A
4659,il mediatore chimico più importante della sindrome orticaria-angioedema è:,C,medicina specialistica,Clinica,C,C,C
4660,qual è la definizione esatta per il pemfigo?,D,medicina specialistica,Clinica,D,D,D
4661,cos'è la tigna tricofitica?,B,medicina specialistica,Clinica,B,B,B
4662,il patereccio è una infezione piogenica di:,A,medicina specialistica,Clinica,A,A,A
4663,qual è il tempo di incubazione della gonorrea?,C,medicina specialistica,Clinica,C,C,C
4664,quale delle seguenti affermazioni è esatta per lo strato corneo dell'epidermide?,A,medicina specialistica,Clinica,A,A,A
4665,la perdita di sostanza a livello cutaneo si definisce:,B,medicina specialistica,Clinica,B,B,B
4666,quali sono i germi piogeni più comuni a livello cutaneo?,B,medicina specialistica,Clinica,B,B,B
4667,la porpora è una manifestazione dovuta a:,A,medicina specialistica,Clinica,A,A,A
4668,quale indagine di laboratorio si attua per la diagnosi di tinea corporis?,D,medicina specialistica,Clinica,D,D,D
4669,"la ""pustola maligna"" è tipica di:",C,medicina specialistica,Clinica,C,C,B
4670,qual è la definizione esatta di vescicola?,A,medicina specialistica,Clinica,A,A,A
4671,da quale cellula origina il carcinoma squamocellulare?,D,medicina specialistica,Clinica,D,D,D
4672,quale di queste dermopatie è caratterizzata da lesioni a livello del tessuto adiposo sottocutaneo degli arti inferiori?,D,medicina specialistica,Clinica,D,D,D
4673,quale delle seguenti definizioni è corretta in caso di herpes genitalis ?,B,medicina specialistica,Clinica,B,B,B
4674,qual è il tempo di incubazione della sifilide primaria?,D,medicina specialistica,Clinica,D,D,B
4675,per nevo composto si intende:,E,medicina specialistica,Clinica,A,E,E
4676,quale di queste varietà cliniche di psoriasi è grave?,D,medicina specialistica,Clinica,D,D,D
4677,come avviene il contagio della scabbia?,B,medicina specialistica,Clinica,B,B,B
4678,la scabbia norvegese:,D,medicina specialistica,Clinica,D,D,D
4679,quale lesione elementare caratterizza il pemfigoide?,D,medicina specialistica,Clinica,D,D,D
4680,quale sede cutanea viene sempre risparmiata dalla scabbia nell'adulto?,A,medicina specialistica,Clinica,A,A,A
4681,cos'e' la tricotillomania?,B,medicina specialistica,Clinica,B,B,B
4682,qual è l'agente eziologico del linfogranuloma venereo?,B,medicina specialistica,Clinica,B,B,B
4683,la psoriasi del cuoio capelluto induce,D,medicina specialistica,Clinica,A,D,D
4684,l'eczema disidrosico è localizzato:,A,medicina specialistica,Clinica,A,A,A
4685,cosa sono le lendini?,A,medicina specialistica,Clinica,A,A,A
4686,qual è la definizione esatta di papula?,E,medicina specialistica,Clinica,E,E,E
4687,quali anticorpi sono presenti a livello cutaneo nella dermatite erpetiforme di duhring?,B,medicina specialistica,Clinica,B,B,B
4688,qual è il trattamento di scelta per il pemfigo?,E,medicina specialistica,Clinica,E,E,E
4689,qual è la definizione esatta per l'herpes gestationis?,A,medicina specialistica,Clinica,A,A,A
4690,che cosa deve maggiormente allarmare il medico nella valutazione di un nevo melanocitario?,C,medicina specialistica,Clinica,C,C,C
4691,la pitiriasi rosea di gibert si localizza elettivamente :,B,medicina specialistica,Clinica,B,B,B
4692,qual è l'agente eziologico delle verruche?,A,medicina specialistica,Clinica,A,A,A
4693,il tricoepitelioma è:,A,medicina specialistica,Clinica,A,A,A
4694,quali sono le sedi colpite dall'acne volgare?,D,medicina specialistica,Clinica,D,D,D
4695,qual è la neoplasia cutanea più maligna fra queste?,B,medicina specialistica,Clinica,B,B,B
4696,elemento diagnostico dell'erisipela è:,B,medicina specialistica,Clinica,B,B,B
4697,qual è la definizione esatta di pomfo?,D,medicina specialistica,Clinica,C,D,D
4698,l'interessamento linfonodale della sifilide secondaria è di tipo:,B,medicina specialistica,Clinica,B,B,B
4699,nella fase florida del processo suppurativo prevalgono:,A,medicina specialistica,Clinica,A,A,A
4700,una neoplasia cutanea a malignità essenzialmente locale è il:,E,medicina specialistica,Clinica,E,E,E
4701,quali sono le cellule cardine responsabili dell'orticaria?,A,medicina specialistica,Clinica,A,A,A
4702,quale delle seguenti lesioni elementari si possono osservare nella scabbia umana?,B,medicina specialistica,Clinica,E,B,E
4703,cos'è la pitiriasi versicolor?,D,medicina specialistica,Clinica,D,D,D
4704,"le ""perle cornee"" sono tipiche di:",B,medicina specialistica,Clinica,A,A,A
4705,la terapia elettiva dell'acne rosacea è a base di:,B,medicina specialistica,Clinica,B,B,B
4706,quale fra queste è la più frequente mucosite del cavo orale?,D,medicina specialistica,Clinica,D,D,D
4707,"una lesione cutanea rilevata a contenuto liquido trasparente, di aspetto traslucido e diametro inferiore ad 1 cm, è definita:",D,medicina specialistica,Clinica,D,D,D
4708,cos'è un foruncolo?,C,medicina specialistica,Clinica,C,C,C
4709,"l'etiologia dell'ascesso ""freddo"" è:",B,medicina specialistica,Clinica,B,B,B
