,id,question,A,B,C,D,E,answer,category,macro category
1530,1531,la riforma psichiatrica sancita dalla legge 180 ha stabilito:,gli stessi diritti di cura per malati psichichi e somatici,la libertà dei malati di mente di non farsi curare,l'esclusione della psichiatria dal servizio sanitario nazionale,la costruzione di o.p.,nessuna delle altre risposte indicate,A,Area Clinica 2019,medicina specialistica
1531,1532,in psichiatria per barrage si intende:,una interruzione improvvisa del corso del pensiero,la sensazione di morte imminente,una forma di amnesia lacunare isterica,un improvviso arresto del movimento,una forma di balbuzie,A,Area Clinica 2019,medicina specialistica
1532,1533,complesso di edipo si definisce:,desiderio amoroso verso il genitore dello stesso sesso,il complesso psichico che deriva dal desiderio amoroso verso il genitore di sesso opposto,desiderio amoroso verso il figlio di sesso contrario,desiderio amoroso verso il figlio dello stesso sesso,complesso di rivalità fraterna,B,Area Clinica 2019,medicina specialistica
1533,1534,un disturbo psicosomatico è caratterizzato da:,sintomi fisici in assenza di una condizione medica generale,una condizione medica generale associata ad un disturbo psichiatrico,fattori psicologici che influenzano condizioni mediche generali,la simulazione di sintomi fisici,sintomi fisici procurati intenzionalmente dal paziente,A,Area Clinica 2019,medicina specialistica
1534,1535,l'ipocondria delirante si riferisce a:,convinzione di avere determinate malattie che non si hanno,timore di essere malati di mente,gioia di ammalarsi,timore per lo sporco,timore per l'altezza,A,Area Clinica 2019,medicina specialistica
1535,1536,quale di queste sostanze sedative non appartiene al gruppo dei barbiturici?,tiopentale,feniletil-malonilurea,isoamil-etilmalonilurea,paraldeide,amobarbitale,D,Area Clinica 2019,medicina specialistica
1536,1537,il delirio di querela è tipico:,della paranoia,dell'eccitamento maniacale,della depressione endogena,della schizofrenia simplex,della nevrosi post-traumatica,A,Area Clinica 2019,medicina specialistica
1537,1538,le paralisi cerebrali infantili sono dovute a:,encefalopatie degenerative,encefalopatie genetiche,patoogie dell'unità muscolare,encefalopatie verificatesi in epoche precoci dello sviluppo,traumi psicologici precoci,D,Area Clinica 2019,medicina specialistica
1538,1539,la sindrome maligna da neurolettici è:,"uno stato di iperpiressia, adinamia, disturbi extrapiramidali, embolie polmonari conseguente a somministrazione di neurolettici",una degenerazione irreversibile del nucleo rosso per eccessivo dosaggio di aloperidolo,una grave forma depressiva a prognosi infausta che insorge dopo somministrazione di alte dosi di neurolettici,una forma di epilessia da neurolettici,una neoplasia cerebrale conseguente all'uso di fenotiazione,A,Area Clinica 2019,medicina specialistica
1539,1540,nella relazione con il paziente psichiatrico è importante:,mantenere il distacco e la neutralità,evitare di esprimere giudizi colpevolizzanti,accusare il paziente dei suoi errori,educare il paziente,reprimere i suoi comportamenti disadattati,B,Area Clinica 2019,medicina specialistica
1540,1541,a che età inizia normalmente la deambulazione autonoma:,7-8 mesi,9-10 mesi,11-15 mesi,16-19 mesi,20-22 mesi,C,Area Clinica 2019,medicina specialistica
1541,1542,nella schizofrenia l'esame eeg:,non mostra reperti caratteristici,mostra una disritmia lenta con scariche temporali,mostra una disritmia frontale,mostra spesso complessi punta-onda senza una precisa localizzazione,mostra un generale rallentamento del tracciato,A,Area Clinica 2019,medicina specialistica
1542,1543,la vigilanza è:,espressione dell'attivazione della corteccia cerebrale,espressione dell'attivazione dei neuroni cerebellari,espressione dell'attivazione della formazione reticolare ascendente,espressione dell'attivazione del circuito di ippocampo-talamo-mammillare,nessuna delle altre risposte indicate,C,Area Clinica 2019,medicina specialistica
1543,1544,i disturbi del comportamento alimentare:,vanno trattati solo farmacologicamente,colpiscono solo il sesso femminile,implicano anche un monitoraggio delle condizioni somatiche oltre che degli aspetti psicologici,sono sempre associati a dimagrimento,sono sempre associati ad un aumento di peso,C,Area Clinica 2019,medicina specialistica
1544,1545,di cosa è caratteristico uno stato onirico?,delle psicosi confusionali,delle psicosi distimiche,dell'ipocondria,delle psicosi schizofreniche,della nevrosi ossessiva,A,Area Clinica 2019,medicina specialistica
1545,1546,quali tra le seguenti classi di psicofarmaci può essere di uso problematico in pazienti a rischio di aritmie?,benzodiazepine,antidepressivi triciclici,ssri,antipsicotici atipici,snri,B,Area Clinica 2019,medicina specialistica
1546,1547,i sintomi positivi della schizofrenia comprendono:,deliri e allucinazioni,ambivalenti e anaffettività,amnesie e falsi riconoscimenti,tachipsichismo e fuga delle idee,depressione e ansia,A,Area Clinica 2019,medicina specialistica
1547,1548,gli psicofarmaci:,permettono di guarire definitivamente la malattia mentale,permettono di poter trascurare gli aspetti psicosociali del paziente,rappresentano una terapia sintomatica dei disturbi psichici,sono inutili nella schizofrenia,sono analgesici,C,Area Clinica 2019,medicina specialistica
1548,1549,che cosa è un messaggio paradossale?,è un messaggio che afferma una cosa ad un livello (per es. verbale) e la nega ad un altro livello (per es. non verbale),è un messaggio negativo senza che ci sia possibilità di commento,è un messaggio caratterizzato dall'ironia,è un messaggio indiretto,è un messaggio autoritario,A,Area Clinica 2019,medicina specialistica
1549,1550,un aumento del secondo arco di sinistra all'rx telecuore nella proiezione postero-anteriore può essere dovuto:,aumento dell'arteria polmonare,aumento dell'atrio destro,aumento dell'auricola di sinistra,aumento dell'arteria polmonare e/o aumento dell'auricola di sinistra,cardiopatia congestizia,D,Area Clinica 2019,medicina specialistica
1550,1551,la nomenclatura per il funzionamento del pace maker e' costituita da 5 lettere ed e' stata sviluppata per indicare le diverse modalita' di funzionamento dei pace maker,la prima lettera indica la camera stimolata,la prima lettera indica la camera sentita e la seconda la camera stimolata,la lettera t indica i nuovi pace maker tricamerali,la quinta lettera indica la possibilita' di implementare funzioni addizionali come la possibilita' di inviare un ecg endocavitario tramite telemetria,la seconda e la terza lettera indicano le camere stimolate,A,Area Clinica 2019,medicina specialistica
1551,1552,crisi lipotimiche si rilevano con notevole incidenza in una delle seguenti condizioni:,insufficienza aortica,stenosi aortica,stenosi dell'istmo dell'aorta,insufficienza mitralica,steno-insufficienza mitralica,B,Area Clinica 2019,medicina specialistica
1552,1553,cosa si intende per miocardio spongioso?,assenza delle normali trabecolature della parete interna del ventricolo sinistro in seguito ad un difetto di maturazione a livello intrauterino,persistenza di trabecolature nella parete interna del ventricolo sinistro in seguito ad un difetto di maturazione a livello intrauterino,persistenza della pervietà del forame ovale dopo la nascita,sostituzione del tessuto miocardio con tessuto adiposo,una condizione di estrema dilatazione ventricolare del ventricolo,B,Area Clinica 2019,medicina specialistica
1553,1554,"un aumento della volemia è responsabile di tutti i seguenti effetti, tranne:",aumento della filtrazione glomerulare,riduzione della secrezione di aldosterone,riduzione della secrezione di adh,riduzione del riassorbimento di sodio,aumento dell'attività renina plasmatica,E,Area Clinica 2019,medicina specialistica
1554,1555,nell'infarto miocardico quale dei seguenti enzimi di necrosi ha il picco piu' precoce?,mioglobina,sgot,ldh,ck-mb,troponina,A,Area Clinica 2019,medicina specialistica
1555,1556,il rilievo ecocardiografico di ipertrofia ventricolare destra e spostamento telediastolico del setto verso sinistra può essere associato a quale delle seguenti patologie?,insufficienza tricuspidalica,broncopneumopatia cronica ostruttiva,miocardiopatia ipertrofica,displasia aritmogena del ventricolo destro,pleurite,B,Area Clinica 2019,medicina specialistica
1556,1557,quale dei seguenti reperti non si riscontra nella stenosi della valvola mitrale?,ipertrofia arteriolare polmonare,ipertensione venosa polmonare,ipertrofia atriale sinistra,ipertrofia ventricolare sinistra,fremito diastolico alla punta,D,Area Clinica 2019,medicina specialistica
1557,1558,il dolore anginoso può insorgere:,per freddo intenso,da decubito,durante sforzo,a riposo,tutte le risposte indicate,E,Area Clinica 2019,medicina specialistica
1558,1559,quali delle seguenti affermazioni è vera per il blocco atrio-ventricolare di ii grado tipo ii?,allungamento dell'intervallo pr oltre 0.20 s per ogni complesso qrs,"progressivo allungamento dell'intervallo pr in tre complessi consecutivi, con una quarta onda p non seguita dal complesso qrs",onde p seguite da complessi qrs con intervalli pr normali o alterati intervallati da onda p non seguita da un complesso qrs,nessuna relazione tra onde p e complessi qrs. la frequenza dei complessi qrs è di 30 bpm,assenza di onde p riconoscibili,C,Area Clinica 2019,medicina specialistica
1559,1560,un soffio innocente è principalmente caratterizzato da una di queste condizioni:,tipo sistolico > iv grado della scala di levine,ampia diffusione,fremito di accompagnamento,tipo diastolico,"tipo sistolico, breve, a frequenza uniforme",E,Area Clinica 2019,medicina specialistica
1560,1561,"nel paziente con fibrillazione atriale cronica qual è il livello di inr (international normalized ratio) sotto cui il pz non deve scendere, pena un aumentato rischio di ictus embolico?",2,3,4,6,1,A,Area Clinica 2019,medicina specialistica
1561,1562,"un soggetto di 57 anni, iperteso, ipercolesterolemico e in sovrappeso, avverte da alcune settimane un dolore costrittivo precordiale durante sforzi fisici abbastanza riproducibili (salire due rampe di scale, andare in bicicletta su una leggera salita). quale test diagnostico effettuereste per primo?",una scintigrafia da sforzo con tallio 201,un test da sforzo al cicloergometro,una coronarografia,un ecocardiogramma,una tac multistrato,B,Area Clinica 2019,medicina specialistica
1562,1563,quale delle complicanze dell'infarto miocardico può portare al tamponamento cardiaco?,l'insufficienza mitralica acuta,la rottura di cuore,la rottura del setto interventricolare,l'insufficienza cardiaca acuta,l'insufficienza mitralica,B,Area Clinica 2019,medicina specialistica
1563,1564,la pulsazione dell'itto della punta è rientrante (sia alla ispezione che alla palpazione) nella :,pericardite adesiva cronica,ipertrofia ventricolare destra,ipertrofia ventricolare sinistra,ipertensione arteriosa,cardiopatia ischemica,A,Area Clinica 2019,medicina specialistica
1564,1565,"una extrasistole ventricolare, all'elettrocardiogramma, è caratterizzata da:",qrs stretto seguito da una pausa non compensatoria,qrs largo seguito da una pausa compensatoria,qrs largo seguito da una pausa non compensatoria,qrs stretto seguito da una pausa compensatoria,qrs largo non seguito da pause,B,Area Clinica 2019,medicina specialistica
1565,1566,in quale di queste condizioni non si verifica una riduzione del riempimento ventricolare sinistro ed è presente una congestione polmonare?,stenosi mitralica,cardiomiopatia ipertrofica,tamponamento pericardio,insufficienza mitralica,infarto acuto del miocardio,D,Area Clinica 2019,medicina specialistica
1566,1567,il galoppo di sommazione è dovuto alla somma ascoltatoria:,del tono aggiunto presisticolico con quello protodiastolico,del i tono col tono aggiunto presistolico,del i tono col tono aggiunto protodiastolico,del ii tono col tono aggiunto presistolico,del ii tono col tono aggiunto protodiastolico,A,Area Clinica 2019,medicina specialistica
1567,1568,effetto inotropo positivo a livello cardiaco si ha per:,acidosi,iperincrezione ormoni tiroidei,iperkaliemia,ipocalcemia,inibizione beta-adrenergica,B,Area Clinica 2019,medicina specialistica
1568,1569,il più importante determinante del consumo di o2 miocardico è:,la pressione arteriosa sistolica,la pressione arteriosa diastolica,la contrattilità miocardica,la frequenza cardiaca,il volume ventricolare telediastolico,D,Area Clinica 2019,medicina specialistica
1569,1570,la causa più frequente dello scompenso cardiaco è:,la disfunzione diastolica del ventricolo sinistro,la disfunzione sistolica del ventricolo sinistro,l'ipovolemia,la disfunzione del ventricolo destro,lo shock,B,Area Clinica 2019,medicina specialistica
